timestep,l2_norm,infinity_norm
190,1.17701e+19,7.01054e+18
191,1.52289e+19,1.08428e+19
192,1.63804e+19,1.01261e+19
193,2.01443e+19,1.30029e+19
194,3.3543e+19,2.28252e+19
195,6.74127e+19,5.07952e+19
196,1.44656e+20,1.21857e+20
197,3.3129e+20,3.02054e+20
198,8.00287e+20,7.58901e+20
199,1.99533e+21,1.91881e+21
200,5.04281e+21,4.8698e+21
201,1.2818e+22,1.23936e+22
202,3.26668e+22,3.15987e+22
203,8.33306e+22,8.06214e+22
204,2.12539e+23,2.05654e+23
205,5.41605e+23,5.24107e+23
206,1.37817e+24,1.33374e+24
207,3.50048e+24,3.38782e+24
208,8.87187e+24,8.58673e+24
209,2.24309e+25,2.17107e+25
210,5.65601e+25,5.47458e+25
211,1.42201e+26,1.37643e+26
212,3.56382e+26,3.44966e+26
213,8.90113e+26,8.61613e+26
214,2.215e+27,2.14411e+27
215,5.49016e+27,5.31449e+27
216,1.35502e+28,1.31168e+28
217,3.32908e+28,3.22259e+28
218,8.13892e+28,7.87856e+28
219,1.97932e+29,1.91599e+29
220,4.78626e+29,4.63307e+29
221,1.15033e+30,1.11349e+30
222,2.74654e+30,2.65851e+30
223,6.5113e+30,6.30237e+30
224,1.53188e+31,1.48265e+31
225,3.57431e+31,3.45922e+31
226,8.26572e+31,7.99891e+31
227,1.8931e+32,1.8318e+32
228,4.29063e+32,4.15112e+32
229,9.61479e+32,9.30056e+32
230,2.12816e+33,2.05816e+33
231,4.64776e+33,4.49367e+33
232,1.00031e+34,9.66816e+33
233,2.11879e+34,2.04697e+34
234,4.4101e+34,4.25832e+34
235,9.00477e+34,8.68891e+34
236,1.80017e+35,1.73552e+35
237,3.51565e+35,3.38559e+35
238,6.69006e+35,6.43322e+35
239,1.23676e+36,1.18701e+36
240,2.21326e+36,2.11879e+36
241,3.81792e+36,3.64222e+36
242,6.31572e+36,5.99557e+36
243,9.95464e+36,9.38271e+36
244,1.48276e+37,1.38238e+37
245,2.06487e+37,1.89104e+37
246,2.65016e+37,2.35051e+37
247,3.07719e+37,2.55424e+37
248,3.17859e+37,2.22337e+37
249,3.03066e+37,1.68449e+37
250,3.38042e+37,1.91042e+37
251,4.79606e+37,3.21271e+37
252,6.55972e+37,5.2845e+37
253,6.84926e+37,5.48326e+37
254,6.66519e+37,4.55435e+37
255,8.39435e+37,7.65033e+37
256,1.3658e+38,1.28749e+38
257,2.21921e+38,2.05709e+38
258,3.40301e+38,3.10251e+38
259,4.88435e+38,4.35505e+38
260,6.4925e+38,5.57538e+38
261,7.88116e+38,6.2916e+38
262,8.63731e+38,5.82442e+38
263,8.74476e+38,4.31924e+38
264,9.42324e+38,5.28375e+38
265,1.2252e+39,6.52161e+38
266,1.6338e+39,1.14816e+39
267,1.80373e+39,1.18783e+39
268,2.08682e+39,1.28027e+39
269,3.27122e+39,2.21509e+39
270,6.52232e+39,4.85578e+39
271,1.39904e+40,1.16711e+40
272,3.20617e+40,2.90715e+40
273,7.78132e+40,7.36315e+40
274,1.95677e+41,1.88056e+41
275,5.00009e+41,4.8277e+41
276,1.28692e+42,1.24422e+42
277,3.32492e+42,3.216e+42
278,8.60817e+42,8.3277e+42
279,2.23081e+43,2.15836e+43
280,5.78262e+43,5.59528e+43
281,1.49862e+44,1.45015e+44
282,3.88164e+44,3.7563e+44
283,1.00461e+45,9.72208e+44
284,2.59751e+45,2.51381e+45
285,6.70857e+45,6.49257e+45
286,1.73046e+46,1.67478e+46
287,4.45757e+46,4.31422e+46
288,1.14655e+47,1.10969e+47
289,2.94436e+47,2.84977e+47
290,7.54823e+47,7.30581e+47
291,1.93152e+48,1.86951e+48
292,4.9328e+48,4.77451e+48
293,1.2571e+49,1.21678e+49
294,3.19643e+49,3.09393e+49
295,8.10785e+49,7.84795e+49
296,2.05125e+50,1.98552e+50
297,5.17516e+50,5.00939e+50
298,1.30177e+51,1.26009e+51
299,3.26407e+51,3.15958e+51
300,8.15638e+51,7.89535e+51
301,2.03068e+52,1.96571e+52
302,5.03588e+52,4.87478e+52
303,1.24358e+53,1.2038e+53
304,3.05704e+53,2.95927e+53
305,7.47847e+53,7.23927e+53
306,1.81991e+54,1.76169e+54
307,4.40392e+54,4.26298e+54
308,1.05925e+55,1.02533e+55
309,2.53116e+55,2.45005e+55
310,6.00603e+55,5.81335e+55
311,1.41436e+56,1.36892e+56
312,3.30353e+56,3.1972e+56
313,7.64811e+56,7.40132e+56
314,1.75377e+57,1.697e+57
315,3.98008e+57,3.85073e+57
316,8.9316e+57,8.6399e+57
317,1.98001e+58,1.91494e+58
318,4.33151e+58,4.18806e+58
319,9.33962e+58,9.02732e+58
320,1.98225e+59,1.91517e+59
321,4.13502e+59,3.99299e+59
322,8.46359e+59,8.16747e+59
323,1.69652e+60,1.63578e+60
324,3.32305e+60,3.2006e+60
325,6.34443e+60,6.10206e+60
326,1.1772e+61,1.13013e+61
327,2.11542e+61,2.02585e+61
328,3.66637e+61,3.49935e+61
329,6.09784e+61,5.79275e+61
330,9.67155e+61,9.12527e+61
331,1.45125e+62,1.35518e+62
332,2.03893e+62,1.87235e+62
333,2.64529e+62,2.35819e+62
334,3.11245e+62,2.6128e+62
335,3.26154e+62,2.35623e+62
336,3.11643e+62,1.69226e+62
337,3.35542e+62,1.93061e+62
338,4.69901e+62,2.99691e+62
339,6.5521e+62,5.23186e+62
340,7.04179e+62,5.68784e+62
341,6.78352e+62,4.55452e+62
342,8.23317e+62,7.36105e+62
343,1.32061e+63,1.24626e+63
344,2.15844e+63,2.00404e+63
345,3.33433e+63,3.04593e+63
346,4.82635e+63,4.31712e+63
347,6.47976e+63,5.59694e+63
348,7.95887e+63,6.43045e+63
349,8.83169e+63,6.13801e+63
350,8.98838e+63,4.31803e+63
351,9.50263e+63,5.31859e+63
352,1.21392e+64,6.25415e+63
353,1.63676e+64,1.1365e+64
354,1.8411e+64,1.2425e+64
355,2.07674e+64,1.23924e+64
356,3.1518e+64,2.11482e+64
357,6.21249e+64,4.56848e+64
358,1.32335e+65,1.0926e+65
359,3.01528e+65,2.71666e+65
360,7.28794e+65,6.87779e+65
361,1.8298e+66,1.75704e+66
362,4.67532e+66,4.51301e+66
363,1.20398e+67,1.16395e+67
364,3.11328e+67,3.0112e+67
365,8.06882e+67,7.80577e+67
366,2.09362e+68,2.02559e+68
367,5.43448e+68,5.25833e+68
368,1.41052e+69,1.36488e+69
369,3.65944e+69,3.54122e+69
370,9.48772e+69,9.18158e+69
371,2.45778e+70,2.37855e+70
372,6.3606e+70,6.15571e+70
373,1.64427e+71,1.59133e+71
374,4.2454e+71,4.10881e+71
375,1.09469e+72,1.05949e+72
376,2.81867e+72,2.72807e+72
377,7.24658e+72,7.01372e+72
378,1.85997e+73,1.80023e+73
379,4.76557e+73,4.61255e+73
380,1.21872e+74,1.1796e+74
381,3.11038e+74,3.01059e+74
382,7.92111e+74,7.66705e+74
383,2.01258e+75,1.94805e+75
384,5.10085e+75,4.93736e+75
385,1.28938e+76,1.24806e+76
386,3.24999e+76,3.14589e+76
387,8.16697e+76,7.90548e+76
388,2.04561e+77,1.98013e+77
389,5.10581e+77,4.94242e+77
390,1.26963e+78,1.22901e+78
391,3.14441e+78,3.04383e+78
392,7.75397e+78,7.50597e+78
393,1.90324e+79,1.84237e+79
394,4.64834e+79,4.49965e+79
395,1.12921e+80,1.09308e+80
396,2.72737e+80,2.64008e+80
397,6.54668e+80,6.33701e+80
398,1.56097e+81,1.51093e+81
399,3.69521e+81,3.57662e+81
400,8.67978e+81,8.40076e+81
401,2.02178e+82,1.95665e+82
402,4.6668e+82,4.51607e+82
403,1.0667e+83,1.03213e+83
404,2.41239e+83,2.33388e+83
405,5.39316e+83,5.2167e+83
406,1.19068e+84,1.15146e+84
407,2.59313e+84,2.507e+84
408,5.56406e+84,5.37735e+84
409,1.17463e+85,1.1347e+85
410,2.43599e+85,2.35186e+85
411,4.95399e+85,4.77948e+85
412,9.85989e+85,9.50387e+85
413,1.91616e+86,1.8448e+86
414,3.62646e+86,3.48606e+86
415,6.66316e+86,6.39226e+86
416,1.18422e+87,1.13299e+87
417,2.02686e+87,1.93197e+87
418,3.32288e+87,3.15066e+87
419,5.18295e+87,4.87643e+87
420,7.62534e+87,7.08904e+87
421,1.04624e+88,9.53524e+87
422,1.31858e+88,1.15865e+88
423,1.49748e+88,1.21678e+88
424,1.51213e+88,9.9167e+87
425,1.44874e+88,8.30426e+87
426,1.71808e+88,9.33812e+87
427,2.4709e+88,1.76353e+88
428,3.23306e+88,2.62916e+88
429,3.24764e+88,2.54637e+88
430,3.25982e+88,2.4205e+88
431,4.37403e+88,4.07359e+88
432,7.21851e+88,6.78588e+88
433,1.16063e+89,1.07263e+89
434,1.75762e+89,1.59662e+89
435,2.4868e+89,2.20443e+89
436,3.24998e+89,2.76116e+89
437,3.86752e+89,3.01833e+89
438,4.15461e+89,2.64017e+89
439,4.19012e+89,2.15859e+89
440,4.68507e+89,2.61241e+89
441,6.22384e+89,3.64777e+89
442,8.09454e+89,5.74834e+89
443,8.7469e+89,5.45283e+89
444,1.06837e+90,6.80612e+89
445,1.77311e+90,1.22051e+90
446,3.59892e+90,2.74377e+90
447,7.83185e+90,6.66049e+90
448,1.81577e+91,1.66509e+91
449,4.44281e+91,4.22304e+91
450,1.12112e+92,1.07896e+92
451,2.86756e+92,2.7698e+92
452,7.38053e+92,7.13655e+92
453,1.90596e+93,1.84361e+93
454,4.9306e+93,4.7701e+93
455,1.27646e+94,1.23504e+94
456,3.30482e+94,3.19782e+94
457,8.55311e+94,8.27667e+94
458,2.21208e+95,2.14068e+95
459,5.71579e+95,5.53153e+95
460,1.47528e+96,1.42776e+96
461,3.80301e+96,3.68063e+96
462,9.78995e+96,9.47509e+96
463,2.51638e+97,2.4355e+97
464,6.45747e+97,6.25e+97
465,1.65418e+98,1.60106e+98
466,4.22943e+98,4.09367e+98
467,1.0792e+99,1.04457e+99
468,2.74773e+99,2.6596e+99
469,6.9797e+99,6.75591e+99
470,1.76854e+100,1.71186e+100
471,4.46925e+100,4.32606e+100
472,1.12619e+101,1.09012e+101
473,2.82915e+101,2.73857e+101
474,7.0839e+101,6.85716e+101
475,1.7675e+102,1.71094e+102
476,4.39344e+102,4.25288e+102
477,1.08765e+103,1.05286e+103
478,2.68091e+103,2.59516e+103
479,6.57727e+103,6.3669e+103
480,1.60557e+104,1.55421e+104
481,3.89821e+104,3.77349e+104
482,9.40981e+104,9.10861e+104
483,2.25726e+105,2.18496e+105
484,5.37846e+105,5.20603e+105
485,1.27228e+106,1.23144e+106
486,2.98611e+106,2.8901e+106
487,6.94956e+106,6.72564e+106
488,1.60265e+107,1.55087e+107
489,3.65952e+107,3.54088e+107
490,8.26714e+107,7.99796e+107
491,1.84602e+108,1.78558e+108
492,4.07032e+108,3.93615e+108
493,8.8521e+108,8.55783e+108
494,1.89648e+109,1.83277e+109
495,3.99694e+109,3.8609e+109
496,8.27378e+109,7.98754e+109
497,1.67921e+110,1.61992e+110
498,3.33464e+110,3.2139e+110
499,6.46445e+110,6.22287e+110
500,1.22006e+111,1.17262e+111
501,2.23479e+111,2.14343e+111
502,3.95796e+111,3.78555e+111
503,6.74741e+111,6.42868e+111
504,1.10114e+112,1.04341e+112
505,1.70841e+112,1.60585e+112
506,2.49769e+112,2.31851e+112
507,3.40099e+112,3.09147e+112
508,4.24646e+112,3.7122e+112
509,4.76851e+112,3.82764e+112
510,4.7639e+112,3.00482e+112
511,4.5958e+112,2.66393e+112
512,5.61893e+112,2.98473e+112
513,8.1297e+112,5.95098e+112
514,1.03131e+113,8.40973e+112
515,1.02188e+113,7.91148e+112
516,1.04701e+113,8.04775e+112
517,1.44753e+113,1.35675e+113
518,2.39631e+113,2.24892e+113
519,3.83238e+113,3.53623e+113
520,5.76805e+113,5.22972e+113
521,8.10362e+113,7.16145e+113
522,1.05025e+114,8.87206e+113
523,1.23774e+114,9.54129e+113
524,1.3174e+114,8.0949e+113
525,1.32952e+114,6.97391e+113
526,1.5157e+114,8.39907e+113
527,2.02784e+114,1.23298e+114
528,2.59808e+114,1.84662e+114
529,2.79279e+114,1.68339e+114
530,3.51887e+114,2.27391e+114
531,6.01101e+114,4.17253e+114
532,1.22921e+115,9.48555e+114
533,2.69246e+115,2.31188e+115
534,6.28141e+115,5.79074e+115
535,1.54338e+116,1.46999e+116
536,3.902e+116,3.75754e+116
537,9.98806e+116,9.64925e+116
538,2.57163e+117,2.48675e+117
539,6.64195e+117,6.42483e+117
540,1.71826e+118,1.66234e+118
541,4.44798e+118,4.30367e+118
542,1.15145e+119,1.11417e+119
543,2.97948e+119,2.8832e+119
544,7.70411e+119,7.45551e+119
545,1.99018e+120,1.92603e+120
546,5.13537e+120,4.96999e+120
547,1.32342e+121,1.28083e+121
548,3.40573e+121,3.29621e+121
549,8.75097e+121,8.46971e+121
550,2.24482e+122,2.1727e+122
551,5.74817e+122,5.56359e+122
552,1.46907e+123,1.42192e+123
553,3.74683e+123,3.62661e+123
554,9.53511e+123,9.2293e+123
555,2.42081e+124,2.3432e+124
556,6.13053e+124,5.93406e+124
557,1.54831e+125,1.4987e+125
558,3.89901e+125,3.77414e+125
559,9.78812e+125,9.47475e+125
560,2.44904e+126,2.37066e+126
561,6.10575e+126,5.91038e+126
562,1.51641e+127,1.4679e+127
563,3.75063e+127,3.63066e+127
564,9.23578e+127,8.94038e+127
565,2.2635e+128,2.19111e+128
566,5.51916e+128,5.34261e+128
567,1.33839e+129,1.29557e+129
568,3.2265e+129,3.12321e+129
569,7.72897e+129,7.48137e+129
570,1.83882e+130,1.77986e+130
571,4.34264e+130,4.2032e+130
572,1.01745e+131,9.8472e+130
573,2.36338e+131,2.2872e+131
574,5.43901e+131,5.26317e+131
575,1.23918e+132,1.19898e+132
576,2.79264e+132,2.70161e+132
577,6.21947e+132,6.01558e+132
578,1.36742e+133,1.32228e+133
579,2.96461e+133,2.86585e+133
580,6.3298e+133,6.11661e+133
581,1.32908e+134,1.2837e+134
582,2.74e+134,2.64483e+134
583,5.53598e+134,5.33957e+134
584,1.0939e+135,1.05405e+135
585,2.10894e+135,2.02951e+135
586,3.95586e+135,3.80053e+135
587,7.19608e+135,6.89824e+135
588,1.26457e+136,1.20861e+136
589,2.13673e+136,2.03374e+136
590,3.45152e+136,3.26576e+136
591,5.29137e+136,4.96265e+136
592,7.62692e+136,7.05434e+136
593,1.02083e+137,9.22053e+136
594,1.24798e+137,1.07713e+137
595,1.36651e+137,1.063e+137
596,1.3366e+137,7.57546e+136
597,1.32455e+137,7.77615e+136
598,1.72274e+137,8.79043e+136
599,2.49078e+137,1.90261e+137
600,2.9598e+137,2.4182e+137
601,2.86768e+137,2.13928e+137
602,3.11842e+137,2.56424e+137
603,4.60951e+137,4.35194e+137
604,7.63414e+137,7.13263e+137
605,1.2055e+138,1.10805e+138
606,1.78864e+138,1.61406e+138
607,2.47191e+138,2.16786e+138
608,3.14198e+138,2.6162e+138
609,3.62128e+138,2.70329e+138
610,3.77996e+138,2.11842e+138
611,3.84677e+138,2.08816e+138
612,4.5885e+138,2.48963e+138
613,6.2396e+138,4.05564e+138
614,7.57021e+138,5.33486e+138
615,8.17615e+138,4.5277e+138
616,1.10614e+139,7.28053e+138
617,2.01102e+139,1.42664e+139
618,4.18303e+139,3.32173e+139
619,9.31476e+139,8.17329e+139
620,2.20813e+140,2.05859e+140
621,5.48468e+140,5.24514e+140
622,1.39494e+141,1.34491e+141
623,3.58446e+141,3.46406e+141
624,9.25804e+141,8.95342e+141
625,2.39801e+142,2.3197e+142
626,6.22063e+142,6.01829e+142
627,1.61471e+143,1.56233e+143
628,4.19166e+143,4.05596e+143
629,1.08778e+144,1.05262e+144
630,2.82125e+144,2.73018e+144
631,7.31151e+144,7.07573e+144
632,1.89308e+145,1.83208e+145
633,4.89634e+145,4.73868e+145
634,1.26493e+146,1.22422e+146
635,3.26369e+146,3.15871e+146
636,8.40914e+146,8.13878e+146
637,2.16347e+147,2.09394e+147
638,5.55721e+147,5.37868e+147
639,1.42502e+148,1.37926e+148
640,3.64747e+148,3.53038e+148
641,9.31775e+148,9.01874e+148
642,2.37531e+149,2.29911e+149
643,6.04164e+149,5.8479e+149
644,1.53301e+150,1.48387e+150
645,3.87989e+150,3.75556e+150
646,9.79257e+150,9.47888e+150
647,2.46429e+151,2.38538e+151
648,6.18178e+151,5.98389e+151
649,1.54548e+152,1.49602e+152
650,3.84976e+152,3.72659e+152
651,9.55238e+152,9.2468e+152
652,2.36032e+153,2.28483e+153
653,5.80604e+153,5.62034e+153
654,inf,1.37586e+154
655,inf,3.35068e+154
656,inf,8.11461e+154
657,inf,1.95341e+155
658,inf,4.67207e+155
659,inf,1.10968e+156
660,inf,2.6159e+156
661,inf,6.11675e+156
662,inf,1.41779e+157
663,inf,3.25522e+157
664,inf,7.39752e+157
665,inf,1.66246e+158
666,inf,3.69114e+158
667,inf,8.08813e+158
668,inf,1.74703e+159
669,inf,3.71482e+159
670,inf,7.76455e+159
671,inf,1.59258e+160
672,inf,3.19931e+160
673,inf,6.28097e+160
674,inf,1.202e+161
675,inf,2.23555e+161
676,inf,4.02649e+161
677,inf,6.99296e+161
678,inf,1.16487e+162
679,inf,1.84853e+162
680,inf,2.76957e+162
681,inf,3.86875e+162
682,inf,4.94339e+162
683,inf,5.59257e+162
684,inf,5.23119e+162
685,inf,3.55682e+162
686,inf,4.08744e+162
687,inf,5.71599e+162
688,inf,1.07371e+163
689,inf,1.23424e+163
690,inf,1.02533e+163
691,inf,1.48196e+163
692,inf,2.52499e+163
693,inf,4.08887e+163
694,inf,6.26651e+163
695,inf,8.97404e+163
696,inf,1.17912e+164
697,inf,1.38043e+164
698,inf,1.3592e+164
699,inf,9.57532e+163
700,inf,1.12528e+164
701,inf,1.3293e+164
702,inf,2.34066e+164
703,inf,2.72793e+164
704,inf,2.52087e+164
705,inf,4.26494e+164
706,inf,9.06951e+164
707,inf,2.15953e+165
708,inf,5.36076e+165
709,inf,1.35699e+166
710,inf,3.46886e+166
711,inf,8.91871e+166
712,inf,2.30301e+167
713,inf,5.96656e+167
714,inf,1.54922e+168
715,inf,4.02763e+168
716,inf,1.04767e+169
717,inf,2.72538e+169
718,inf,7.08781e+169
719,inf,1.84239e+170
720,inf,4.78586e+170
721,inf,1.2422e+171
722,inf,3.22129e+171
723,inf,8.34511e+171
724,inf,2.15954e+172
725,inf,5.58182e+172
726,inf,1.44092e+173
727,inf,3.71459e+173
728,inf,9.56198e+173
729,inf,2.45757e+174
730,inf,6.30576e+174
731,inf,1.61507e+175
732,inf,4.1287e+175
733,inf,1.05328e+176
734,inf,2.68117e+176
735,inf,6.80902e+176
736,inf,1.72485e+177
737,inf,4.35764e+177
738,inf,1.09774e+178
739,inf,2.75679e+178
740,inf,6.90034e+178
741,inf,1.72106e+179
742,inf,4.27628e+179
743,inf,1.05819e+180
744,inf,2.60707e+180
745,inf,6.39287e+180
746,inf,1.5597e+181
747,inf,3.7846e+181
748,inf,9.12969e+181
749,inf,2.18853e+182
750,inf,5.21073e+182
751,inf,1.23158e+183
752,inf,2.88797e+183
753,inf,6.71451e+183
754,inf,1.54676e+184
755,inf,3.5277e+184
756,inf,7.95887e+184
757,inf,1.7746e+185
758,inf,3.90653e+185
759,inf,8.48065e+185
760,inf,1.81325e+186
761,inf,3.8129e+186
762,inf,7.87261e+186
763,inf,1.59313e+187
764,inf,3.15312e+187
765,inf,6.08879e+187
766,inf,1.14392e+188
767,inf,2.0839e+188
768,inf,3.66633e+188
769,inf,6.19888e+188
770,inf,1.00097e+189
771,inf,1.53119e+189
772,inf,2.19434e+189
773,inf,2.89827e+189
774,inf,3.43514e+189
775,inf,3.47006e+189
776,inf,2.60704e+189
777,inf,2.4708e+189
778,inf,2.75914e+189
779,inf,5.78629e+189
780,inf,7.7551e+189
781,inf,7.07949e+189
782,inf,7.77469e+189
783,inf,1.31422e+190
784,inf,2.1667e+190
785,inf,3.38745e+190
786,inf,4.97398e+190
787,inf,6.74942e+190
788,inf,8.25957e+190
789,inf,8.71939e+190
790,inf,7.1363e+190
791,inf,6.53658e+190
792,inf,7.83311e+190
793,inf,1.21364e+191
794,inf,1.70428e+191
795,inf,1.50113e+191
796,inf,2.19788e+191
797,inf,4.14903e+191
798,inf,9.53919e+191
799,inf,2.33522e+192
800,inf,5.86373e+192
801,inf,1.49087e+193
802,inf,3.81569e+193
803,inf,9.81027e+193
804,inf,2.53113e+194
805,inf,6.54652e+194
806,inf,1.69557e+195
807,inf,4.39412e+195
808,inf,1.13875e+196
809,inf,2.94989e+196
810,inf,7.63635e+196
811,inf,1.97503e+197
812,inf,5.1027e+197
813,inf,1.31675e+198
814,inf,3.39337e+198
815,inf,8.73234e+198
816,inf,2.24363e+199
817,inf,5.75498e+199
818,inf,1.47351e+200
819,inf,3.76549e+200
820,inf,9.60266e+200
821,inf,2.44342e+201
822,inf,6.2026e+201
823,inf,1.57052e+202
824,inf,3.96582e+202
825,inf,9.98514e+202
826,inf,2.50621e+203
827,inf,6.26938e+203
828,inf,1.56268e+204
829,inf,3.8801e+204
830,inf,9.59442e+204
831,inf,2.36192e+205
832,inf,5.78681e+205
833,inf,1.41054e+206
834,inf,3.41931e+206
835,inf,8.23975e+206
836,inf,1.97295e+207
837,inf,4.69167e+207
838,inf,1.10743e+208
839,inf,2.59312e+208
840,inf,6.01966e+208
841,inf,1.38438e+209
842,inf,3.15161e+209
843,inf,7.09638e+209
844,inf,1.57891e+210
845,inf,3.46766e+210
846,inf,7.5088e+210
847,inf,1.60101e+211
848,inf,3.35636e+211
849,inf,6.90684e+211
850,inf,1.39255e+212
851,inf,2.74489e+212
852,inf,5.27647e+212
853,inf,9.86281e+212
854,inf,1.78647e+213
855,inf,3.12266e+213
856,inf,5.24033e+213
857,inf,8.38836e+213
