timestep,l2_norm,infinity_norm
24650,0.295602,0.00547705
24700,0.289882,0.00537189
24750,0.284273,0.00526875
24800,0.278772,0.00516758
24850,0.273379,0.00506836
24900,0.26809,0.00497103
24950,0.262904,0.00487557
25000,0.257819,0.00478195
25050,0.252833,0.00469011
25100,0.247943,0.00460004
25150,0.243148,0.0045117
25200,0.238446,0.00442505
25250,0.233836,0.00434006
25300,0.229315,0.0042567
25350,0.224882,0.00417495
25400,0.220534,0.00409476
25450,0.216271,0.00401611
25500,0.212091,0.00393897
25550,0.207992,0.00386331
25600,0.203972,0.0037891
25650,0.20003,0.00371632
25700,0.196165,0.00364493
25750,0.192374,0.00357491
25800,0.188657,0.00350624
25850,0.185012,0.00343888
25900,0.181438,0.00337282
25950,0.177933,0.00330802
26000,0.174496,0.00324447
26050,0.171125,0.00318213
26100,0.16782,0.003121
26150,0.164578,0.00306103
26200,0.1614,0.00300222
26250,0.158283,0.00294453
26300,0.155226,0.00288795
26350,0.152229,0.00283246
26400,0.14929,0.00277803
26450,0.146407,0.00272464
26500,0.14358,0.00267228
26550,0.140808,0.00262093
26600,0.13809,0.00257056
26650,0.135424,0.00252115
26700,0.13281,0.0024727
26750,0.130247,0.00242517
26800,0.127733,0.00237856
26850,0.125267,0.00233284
26900,0.12285,0.002288
26950,0.120479,0.00224402
27000,0.118154,0.00220089
27050,0.115874,0.00215858
27100,0.113638,0.00211709
27150,0.111445,0.00207639
27200,0.109295,0.00203647
27250,0.107186,0.00199732
27300,0.105118,0.00195893
27350,0.10309,0.00192127
27400,0.101101,0.00188433
27450,0.0991505,0.00184811
27500,0.0972378,0.00181257
27550,0.0953621,0.00177773
27600,0.0935226,0.00174355
27650,0.0917187,0.00171003
27700,0.0899496,0.00167715
27750,0.0882147,0.00164491
27800,0.0865133,0.00161328
27850,0.0848447,0.00158226
27900,0.0832084,0.00155184
27950,0.0816038,0.001522
28000,0.0800301,0.00149274
28050,0.0784868,0.00146404
28100,0.0769733,0.00143589
28150,0.075489,0.00140828
28200,0.0740334,0.0013812
28250,0.0726059,0.00135464
28300,0.071206,0.00132859
28350,0.0698331,0.00130305
28400,0.0684867,0.00127799
28450,0.0671663,0.00125342
28500,0.0658714,0.00122931
28550,0.0646015,0.00120567
28600,0.0633561,0.00118249
28650,0.0621347,0.00115975
28700,0.0609369,0.00113744
28750,0.0597623,0.00111557
28800,0.0586103,0.00109412
28850,0.0574805,0.00107307
28900,0.0563726,0.00105244
28950,0.055286,0.0010322
29000,0.0542204,0.00101234
29050,0.0531754,0.000992874
29100,0.0521505,0.000973778
29150,0.0511454,0.00095505
29200,0.0501597,0.000936681
29250,0.049193,0.000918665
29300,0.048245,0.000900996
29350,0.0473152,0.000883666
29400,0.0464034,0.00086667
29450,0.0455092,0.00085
29500,0.0446322,0.000833651
29550,0.0437722,0.000817616
29600,0.0429287,0.000801889
29650,0.0421015,0.000786465
29700,0.0412903,0.000771337
29750,0.0404947,0.000756501
29800,0.0397144,0.000741949
29850,0.0389492,0.000727677
29900,0.0381987,0.00071368
29950,0.0374628,0.000699952
30000,0.036741,0.000686488
30050,0.0360331,0.000673283
30100,0.0353389,0.000660332
30150,0.0346581,0.00064763
30200,0.0339903,0.000635172
30250,0.0333355,0.000622954
30300,0.0326933,0.00061097
30350,0.0320635,0.000599218
30400,0.0314458,0.000587691
30450,0.03084,0.000576386
30500,0.0302459,0.000565298
30550,0.0296633,0.000554423
30600,0.0290919,0.000543758
30650,0.0285315,0.000533297
30700,0.0279819,0.000523038
30750,0.0274429,0.000512976
30800,0.0269143,0.000503108
30850,0.0263958,0.000493429
30900,0.0258874,0.000483936
30950,0.0253888,0.000474626
31000,0.0248998,0.000465496
31050,0.0244202,0.00045654
31100,0.0239498,0.000447757
31150,0.0234885,0.000439143
31200,0.0230361,0.000430694
31250,0.0225924,0.000422408
31300,0.0221573,0.000414282
31350,0.0217306,0.000406311
31400,0.0213121,0.000398494
31450,0.0209016,0.000390827
31500,0.0204991,0.000383308
31550,0.0201043,0.000375934
31600,0.0197171,0.000368701
31650,0.0193374,0.000361607
31700,0.018965,0.00035465
31750,0.0185997,0.000347826
31800,0.0182416,0.000341134
31850,0.0178903,0.000334571
31900,0.0175457,0.000328134
31950,0.0172079,0.000321821
32000,0.0168765,0.000315629
32050,0.0165515,0.000309556
32100,0.0162328,0.0003036
32150,0.0159202,0.000297759
32200,0.0156136,0.00029203
32250,0.015313,0.000286411
32300,0.0150181,0.0002809
32350,0.0147289,0.000275495
32400,0.0144453,0.000270195
32450,0.0141671,0.000264996
32500,0.0138943,0.000259897
32550,0.0136268,0.000254897
32600,0.0133644,0.000249992
32650,0.0131071,0.000245182
32700,0.0128547,0.000240465
32750,0.0126072,0.000235838
32800,0.0123644,0.0002313
32850,0.0121264,0.00022685
32900,0.0118929,0.000222485
32950,0.0116639,0.000218204
33000,0.0114393,0.000214005
33050,0.0112191,0.000209888
33100,0.011003,0.000205849
33150,0.0107912,0.000201888
33200,0.0105834,0.000198003
33250,0.0103797,0.000194194
33300,0.0101798,0.000190457
33350,0.00998382,0.000186792
33400,0.0097916,0.000183198
33450,0.00960309,0.000179673
33500,0.0094182,0.000176216
33550,0.00923687,0.000172825
33600,0.00905904,0.000169499
33650,0.00888463,0.000166238
33700,0.00871358,0.000163039
33750,0.00854582,0.000159902
33800,0.00838129,0.000156825
33850,0.00821994,0.000153807
33900,0.00806169,0.000150847
33950,0.00790648,0.000147945
34000,0.00775427,0.000145098
34050,0.00760499,0.000142306
34100,0.00745858,0.000139568
34150,0.00731499,0.000136882
34200,0.00717416,0.000134248
34250,0.00703605,0.000131665
34300,0.0069006,0.000129131
34350,0.00676775,0.000126646
34400,0.00663747,0.000124209
34450,0.00650969,0.000121819
34500,0.00638437,0.000119475
34550,0.00626147,0.000117176
34600,0.00614093,0.000114921
34650,0.00602271,0.00011271
34700,0.00590677,0.000110541
34750,0.00579306,0.000108414
34800,0.00568154,0.000106327
34850,0.00557217,0.000104281
34900,0.0054649,0.000102275
34950,0.0053597,0.000100307
35000,0.00525653,9.83764e-05
35050,0.00515534,9.64832e-05
35100,0.0050561,9.46266e-05
35150,0.00495877,9.28057e-05
35200,0.00486331,9.10198e-05
35250,0.00476969,8.92683e-05
35300,0.00467788,8.75505e-05
35350,0.00458783,8.58657e-05
35400,0.00449952,8.42133e-05
35450,0.0044129,8.25928e-05
35500,0.00432796,8.10034e-05
35550,0.00424465,7.94445e-05
35600,0.00416294,7.79158e-05
35650,0.00408281,7.64164e-05
35700,0.00400421,7.49458e-05
35750,0.00392714,7.35036e-05
35800,0.00385154,7.20891e-05
35850,0.0037774,7.07018e-05
35900,0.00370469,6.93413e-05
35950,0.00363338,6.80069e-05
36000,0.00356344,6.66982e-05
36050,0.00349485,6.54147e-05
36100,0.00342758,6.41558e-05
36150,0.0033616,6.29213e-05
36200,0.00329689,6.17104e-05
36250,0.00323343,6.05228e-05
36300,0.00317119,5.93581e-05
36350,0.00311015,5.82158e-05
36400,0.00305029,5.70955e-05
36450,0.00299157,5.59968e-05
36500,0.00293399,5.49192e-05
36550,0.00287752,5.38623e-05
36600,0.00282213,5.28258e-05
36650,0.00276781,5.18092e-05
36700,0.00271453,5.08122e-05
36750,0.00266228,4.98344e-05
36800,0.00261104,4.88753e-05
36850,0.00256078,4.79348e-05
36900,0.00251149,4.70123e-05
36950,0.00246315,4.61076e-05
37000,0.00241574,4.52203e-05
37050,0.00236924,4.43501e-05
37100,0.00232364,4.34965e-05
37150,0.00227891,4.26595e-05
37200,0.00223505,4.18386e-05
37250,0.00219203,4.10334e-05
37300,0.00214984,4.02437e-05
37350,0.00210846,3.94693e-05
37400,0.00206787,3.87097e-05
37450,0.00202807,3.79648e-05
37500,0.00198904,3.72342e-05
37550,0.00195075,3.65176e-05
37600,0.0019132,3.58149e-05
37650,0.00187638,3.51256e-05
37700,0.00184026,3.44497e-05
37750,0.00180484,3.37867e-05
37800,0.0017701,3.31365e-05
37850,0.00173603,3.24987e-05
37900,0.00170262,3.18734e-05
37950,0.00166985,3.126e-05
38000,0.00163771,3.06584e-05
38050,0.00160619,3.00684e-05
38100,0.00157527,2.94897e-05
38150,0.00154495,2.89222e-05
38200,0.00151522,2.83656e-05
38250,0.00148605,2.78197e-05
38300,0.00145745,2.72843e-05
38350,0.0014294,2.67593e-05
38400,0.00140189,2.62443e-05
38450,0.00137491,2.57392e-05
38500,0.00134844,2.52439e-05
38550,0.00132249,2.47581e-05
38600,0.00129703,2.42816e-05
38650,0.00127207,2.38143e-05
38700,0.00124759,2.33561e-05
38750,0.00122358,2.29065e-05
38800,0.00120002,2.24657e-05
38850,0.00117693,2.20334e-05
38900,0.00115428,2.16093e-05
38950,0.00113206,2.11935e-05
39000,0.00111027,2.07856e-05
39050,0.0010889,2.03856e-05
39100,0.00106794,1.99933e-05
39150,0.00104739,1.96085e-05
39200,0.00102723,1.92312e-05
39250,0.00100746,1.88611e-05
39300,0.00098807,1.84981e-05
39350,0.000969052,1.81421e-05
39400,0.000950401,1.7793e-05
39450,0.000932109,1.74505e-05
39500,0.000914169,1.71147e-05
39550,0.000896575,1.67853e-05
39600,0.000879319,1.64623e-05
39650,0.000862395,1.61455e-05
39700,0.000845797,1.58348e-05
39750,0.000829518,1.553e-05
39800,0.000813553,1.52312e-05
39850,0.000797895,1.4938e-05
39900,0.000782538,1.46505e-05
39950,0.000767477,1.43686e-05
40000,0.000752705,1.40921e-05
40050,0.000738219,1.38209e-05
40100,0.00072401,1.35549e-05
40150,0.000710076,1.3294e-05
40200,0.000696409,1.30382e-05
40250,0.000683006,1.27873e-05
40300,0.000669861,1.25412e-05
40350,0.000656968,1.22998e-05
40400,0.000644324,1.20631e-05
40450,0.000631923,1.18309e-05
40500,0.000619761,1.16032e-05
40550,0.000607833,1.138e-05
40600,0.000596134,1.1161e-05
40650,0.000584661,1.09461e-05
40700,0.000573408,1.07355e-05
40750,0.000562372,1.05289e-05
40800,0.000551549,1.03263e-05
40850,0.000540934,1.01275e-05
40900,0.000530523,9.93264e-06
40950,0.000520312,9.74146e-06
41000,0.000510298,9.55401e-06
41050,0.000500477,9.37016e-06
41100,0.000490844,9.18981e-06
41150,0.000481398,9.01296e-06
41200,0.000472133,8.83952e-06
41250,0.000463046,8.66935e-06
41300,0.000454134,8.50255e-06
41350,0.000445394,8.33888e-06
41400,0.000436822,8.1784e-06
41450,0.000428414,8.02102e-06
41500,0.000420169,7.86667e-06
41550,0.000412083,7.71529e-06
41600,0.000404152,7.56677e-06
41650,0.000396373,7.42116e-06
41700,0.000388745,7.27832e-06
41750,0.000381263,7.13826e-06
41800,0.000373925,7.00088e-06
41850,0.000366728,6.86614e-06
41900,0.00035967,6.73399e-06
41950,0.000352748,6.60443e-06
42000,0.000345959,6.47733e-06
42050,0.000339301,6.35264e-06
42100,0.000332771,6.2304e-06
42150,0.000326366,6.11049e-06
42200,0.000320085,5.99289e-06
42250,0.000313925,5.87756e-06
42300,0.000307883,5.76447e-06
42350,0.000301957,5.65351e-06
42400,0.000296146,5.54469e-06
42450,0.000290446,5.43796e-06
42500,0.000284856,5.33332e-06
42550,0.000279374,5.23069e-06
42600,0.000273997,5.13005e-06
42650,0.000268724,5.03132e-06
42700,0.000263552,4.93446e-06
42750,0.00025848,4.83951e-06
42800,0.000253505,4.74638e-06
42850,0.000248626,4.65502e-06
42900,0.000243841,4.56544e-06
42950,0.000239148,4.47758e-06
43000,0.000234546,4.3914e-06
43050,0.000230032,4.30691e-06
43100,0.000225604,4.22401e-06
43150,0.000221262,4.14275e-06
43200,0.000217004,4.06299e-06
43250,0.000212828,3.98481e-06
43300,0.000208732,3.9081e-06
43350,0.000204714,3.83288e-06
43400,0.000200775,3.75912e-06
43450,0.00019691,3.68677e-06
43500,0.000193121,3.61583e-06
43550,0.000189404,3.54626e-06
43600,0.000185759,3.478e-06
43650,0.000182184,3.41106e-06
43700,0.000178677,3.34544e-06
43750,0.000175239,3.28105e-06
43800,0.000171866,3.21788e-06
43850,0.000168558,3.15595e-06
43900,0.000165314,3.09524e-06
43950,0.000162133,3.03567e-06
44000,0.000159012,2.97723e-06
44050,0.000155952,2.91993e-06
44100,0.000152951,2.86373e-06
44150,0.000150007,2.80861e-06
44200,0.00014712,2.75454e-06
44250,0.000144289,2.70156e-06
44300,0.000141512,2.64954e-06
44350,0.000138788,2.59856e-06
44400,0.000136117,2.54854e-06
44450,0.000133497,2.49952e-06
44500,0.000130928,2.45141e-06
44550,0.000128408,2.4042e-06
44600,0.000125937,2.35796e-06
44650,0.000123513,2.31257e-06
44700,0.000121136,2.26805e-06
44750,0.000118805,2.2244e-06
44800,0.000116518,2.1816e-06
44850,0.000114276,2.13963e-06
44900,0.000112077,2.09843e-06
44950,0.00010992,2.0581e-06
45000,0.000107804,2.01844e-06
45050,0.000105729,1.97961e-06
45100,0.000103695,1.94154e-06
45150,0.000101699,1.90416e-06
45200,9.97416e-05,1.86751e-06
45250,9.7822e-05,1.83154e-06
45300,9.59393e-05,1.7963e-06
45350,9.4093e-05,1.76178e-06
45400,9.2282e-05,1.72786e-06
45450,9.05061e-05,1.69457e-06
45500,8.87642e-05,1.66201e-06
45550,8.70558e-05,1.63e-06
45600,8.53804e-05,1.59862e-06
45650,8.37372e-05,1.56783e-06
45700,8.21257e-05,1.53768e-06
45750,8.05451e-05,1.50808e-06
45800,7.8995e-05,1.47907e-06
45850,7.74747e-05,1.4506e-06
45900,7.59836e-05,1.42268e-06
45950,7.45212e-05,1.3953e-06
46000,7.30871e-05,1.36843e-06
46050,7.16805e-05,1.3421e-06
46100,7.0301e-05,1.31631e-06
46150,6.89479e-05,1.29094e-06
46200,6.7621e-05,1.26611e-06
46250,6.63196e-05,1.24169e-06
46300,6.50432e-05,1.21781e-06
46350,6.37915e-05,1.19439e-06
46400,6.25637e-05,1.17143e-06
46450,6.13596e-05,1.14887e-06
46500,6.01788e-05,1.12677e-06
46550,5.90206e-05,1.10508e-06
46600,5.78847e-05,1.08384e-06
46650,5.67707e-05,1.06297e-06
46700,5.56781e-05,1.04246e-06
46750,5.46066e-05,1.02245e-06
46800,5.35556e-05,1.00276e-06
46850,5.25249e-05,9.83437e-07
46900,5.1514e-05,9.64519e-07
46950,5.05226e-05,9.45965e-07
47000,4.95503e-05,9.27776e-07
47050,4.85967e-05,9.09858e-07
47100,4.76614e-05,8.92396e-07
47150,4.67441e-05,8.75207e-07
47200,4.58445e-05,8.58381e-07
47250,4.49622e-05,8.41828e-07
47300,4.40969e-05,8.25685e-07
47350,4.32482e-05,8.09769e-07
47400,4.24159e-05,7.94171e-07
47450,4.15996e-05,7.78891e-07
47500,4.07989e-05,7.63885e-07
47550,4.00137e-05,7.49196e-07
47600,3.92436e-05,7.34781e-07
47650,3.84884e-05,7.20638e-07
47700,3.77477e-05,7.06814e-07
47750,3.70212e-05,6.93171e-07
47800,3.63088e-05,6.79847e-07
47850,3.56099e-05,6.66751e-07
47900,3.49247e-05,6.53927e-07
47950,3.42525e-05,6.4133e-07
48000,3.35933e-05,6.29007e-07
48050,3.29468e-05,6.16865e-07
