timestep,l2_norm,infinity_norm
130,112987,7830.61
131,112490,7794.45
132,112006,7758.81
133,111536,7721.71
134,111078,7683.14
135,110633,7643.9
136,110199,7611.74
137,109777,7578.18
138,109364,7543.18
139,108961,7506.72
140,108564,7472.18
141,108173,7441.91
142,107786,7410.2
143,107402,7376.98
144,107019,7342.24
145,106638,7311.85
146,106255,7283.02
147,105869,7252.69
148,105480,7220.83
149,105087,7187.42
150,104690,7160.67
151,104288,7132.97
152,103883,7103.71
153,103475,7072.9
154,103065,7042.46
155,102653,7017.19
156,102242,6990.41
157,101831,6962.11
158,101422,6932.26
159,101017,6905.21
160,100617,6880.67
161,100223,6854.66
162,99837.1,6827.14
163,99458.7,6798.08
164,99089,6774.35
165,98728.4,6750.57
166,98377.4,6725.22
167,98037.1,6698.34
168,97707.2,6671.09
169,97388.1,6649.39
170,97079.5,6626.23
171,96781.4,6601.58
172,96493.9,6575.37
173,96216.8,6551.4
174,95950.9,6530.3
175,95695.8,6507.78
176,95451.2,6483.82
177,95216.7,6458.45
178,94992.3,6437.85
179,94777.4,6417.57
180,94571.3,6395.89
181,94374,6372.83
182,94184.8,6349.09
183,94002.5,6331.18
184,93826.1,6311.96
185,93654.4,6291.4
186,93486.4,6269.47
187,93320.6,6249.15
188,93156.3,6232.33
189,92992.3,6214.22
190,92827.9,6194.84
191,92661.6,6174.16
192,92492.4,6157.08
193,92319.3,6141.44
194,92141.9,6124.49
195,91960.2,6106.24
196,91774.2,6086.7
197,91584.6,6072.46
198,91391.5,6057.91
199,91195.2,6046.04
200,90996.2,6034.77
201,90795.3,6022.26
202,90593.8,6008.51
203,90392.8,6000.19
204,90193.6,5990.7
205,89996.9,5979.99
206,89803.2,5968.02
207,89613.4,5955.81
208,89428.3,5948.02
209,89248.8,5938.98
210,89075.3,5928.68
211,88908.7,5917.09
212,88749,5906.33
213,88596.5,5898.91
214,88450.9,5890.24
215,88312.3,5880.3
216,88180.5,5869.07
217,88055.6,5859.73
218,87937.9,5852.59
219,87826.9,5844.23
220,87722.4,5834.62
221,87623.8,5823.74
222,87530.9,5815.75
223,87443.5,5808.99
224,87361.4,5800.95
225,87284.2,5791.63
226,87211.6,5781.09
227,87143.1,5774.36
228,87078.1,5767.96
229,87016,5760.32
230,86956.6,5751.4
231,86899.5,5741.18
232,86843.6,5735.65
233,86788.8,5729.57
234,86734.2,5722.3
235,86679.1,5713.8
236,86622.9,5704.14
237,86565.4,5699.65
238,86505.9,5693.91
239,86444.2,5687
240,86380.1,5678.91
241,86313,5670.28
242,86242.7,5666.27
243,86169.7,5661.03
244,86093.9,5654.49
245,86015.8,5646.77
246,85935.8,5639.07
247,85854.3,5635.5
248,85771.1,5630.72
249,85687.1,5624.7
250,85602.7,5617.37
251,85519,5610.45
252,85436.3,5607.27
253,85355.4,5602.88
254,85276.6,5597.26
255,85200,5590.39
256,85126.3,5584.23
257,85056.1,5581.31
258,84989.3,5577.24
259,84926.6,5571.94
260,84868.4,5565.39
261,84814.4,5559.86
262,84764.5,5557.32
263,84719.3,5553.45
264,84678.4,5548.38
265,84641.9,5542.09
266,84609.7,5537.03
267,84581.5,5534.76
268,84557,5531.22
269,84536.1,5526.35
270,84518.8,5520.23
271,84504.3,5515.53
272,84492.9,5513.53
273,84484.4,5510.25
274,84478,5505.71
275,84473.2,5499.85
276,84470.2,5495.38
277,84468.1,5493.66
278,84466.5,5490.7
279,84465.6,5486.48
280,84464.8,5481
281,84463.8,5476.75
282,84462.4,5475.36
283,84460,5472.77
284,84456.4,5468.94
285,84451.8,5463.87
286,84445.8,5459.85
287,84438.5,5458.89
288,84430.1,5456.72
289,84420.4,5453.33
290,84409.5,5448.72
291,84397.5,5444.91
292,84384.8,5444.43
293,84371.5,5442.73
294,84358.1,5439.83
295,84344.8,5435.69
296,84331.7,5432.07
297,84319.1,5432.06
298,84307.4,5430.86
299,84297.1,5428.43
300,84288.3,5424.8
301,84281.4,5421.34
302,84276.4,5421.77
303,84273.9,5421
304,84273.9,5419.04
305,84276.5,5415.83
306,84282.1,5412.41
307,84290.5,5413.35
308,84301.4,5412.97
309,84315.5,5411.36
310,84332.5,5408.56
311,84352.5,5405.02
312,84375.4,5406.36
313,84401.2,5406.43
314,84429.5,5405.17
315,84460.3,5402.65
316,84493.3,5398.92
317,84528.6,5400.55
318,84566,5400.96
319,84605.1,5400.08
320,84645.7,5397.88
321,84687.7,5394.39
322,84730.9,5395.73
323,84775.1,5396.4
324,84819.8,5395.85
325,84864.8,5394
326,84910,5390.84
327,84955.3,5391.76
328,85000.7,5392.72
329,85045.9,5392.45
330,85090.6,5390.94
331,85134.4,5388.16
332,85177.5,5388.76
333,85219.8,5389.97
334,85261.5,5390
335,85302.8,5388.81
336,85343.4,5386.4
337,85383.3,5386.67
338,85422.5,5388.28
339,85461.3,5388.59
340,85500,5387.72
341,85538.6,5385.66
342,85577.2,5385.56
343,85616,5387.59
344,85655,5388.31
345,85694.6,5387.74
346,85735.2,5385.98
347,85776.5,5385.39
348,85818.8,5387.82
349,85862.2,5388.94
350,85906.7,5388.75
351,85952.7,5387.26
352,86000.4,5386.03
353,86049.5,5388.81
354,86099.9,5390.3
355,86151.5,5390.46
356,86204.5,5389.3
357,86259.2,5387.46
358,86315.7,5390.32
359,86373.3,5392.11
360,86432.1,5392.59
361,86491.7,5391.74
362,86552.3,5389.56
363,86613.8,5392.36
364,86676.7,5394.17
365,86740.2,5394.91
366,86804.2,5394.35
367,86868.1,5392.45
368,86932,5394.71
369,86996,5396.59
370,87060.6,5397.33
371,87124.8,5397.03
372,87188.7,5395.42
373,87251.9,5397.02
374,87314.5,5399.25
375,87376.1,5400.1
376,87437.5,5399.8
377,87498,5398.47
378,87557.5,5399.37
379,87615.8,5401.94
380,87673,5403.18
381,87729.3,5403.04
382,87785,5401.74
383,87839.5,5401.92
384,87893.1,5404.79
385,87945.6,5406.4
386,87996.9,5406.69
387,88047.5,5405.61
388,88097.9,5404.92
389,88147.4,5407.95
390,88196.3,5409.88
391,88244.4,5410.55
392,88291.9,5409.91
393,88339.1,5408.35
394,88386.3,5411.55
395,88433.1,5413.62
396,88479.7,5414.61
397,88525.7,5414.34
398,88571.6,5412.77
399,88617.4,5415.42
400,88663.3,5417.66
401,88709,5418.77
402,88754.5,5418.77
403,88799.4,5418.36
404,88843.8,5419.88
405,88888.1,5421.65
406,88932.3,5422.9
407,88976.2,5424.79
408,89019.6,5427.63
409,89062.1,5429.35
410,89103.8,5429.9
411,89144.6,5429.26
412,89184.5,5433.41
413,89223.5,5436.38
414,89261.3,5438.22
415,89297.6,5438.92
416,89332.3,5438.46
417,89365.7,5441.1
418,89397.9,5444.24
419,89428.4,5446.2
420,89457.2,5447.01
421,89483.8,5446.69
422,89508.8,5447.61
423,89531.8,5450.89
424,89552.9,5453.01
425,89571.9,5453.95
426,89588.9,5453.73
427,89603.7,5452.61
428,89616.5,5456.03
429,89627.2,5458.3
430,89635.7,5459.4
431,89642.2,5459.33
432,89646.5,5458.09
433,89648.5,5459.28
434,89648.6,5461.67
435,89646.8,5462.9
436,89643.2,5462.98
437,89637.8,5461.91
438,89630.1,5460.08
439,89620.3,5462.6
440,89608.8,5463.96
441,89595.6,5464.16
442,89580.8,5463.22
443,89564,5461.11
444,89545.2,5460.34
445,89524.6,5461.77
446,89502.3,5462.06
447,89478.2,5461.19
448,89452.6,5459.18
449,89425.2,5455.99
450,89395.9,5455.43
451,89364.9,5455.76
452,89332.4,5454.95
453,89297.8,5453.02
454,89261.2,5449.94
455,89222.5,5445.64
456,89181.7,5444.27
457,89139.1,5443.45
458,89094.4,5441.54
459,89047.3,5438.47
460,88998,5434.24
461,88946.8,5428.81
462,88893.4,5425.44
463,88838,5423.52
464,88780,5420.47
465,88719.7,5416.29
466,88656.8,5410.96
467,88591.1,5404.49
468,88523.2,5397.81
469,88453.1,5394.77
470,88380.8,5390.64
471,88306.1,5385.4
472,88229,5379.02
473,88149,5371.6
474,88066.4,5363.11
475,87981.5,5356.18
476,87894.2,5351.02
477,87804.3,5344.7
478,87711.9,5337.36
479,87617,5328.97
480,87519.7,5319.52
481,87420.5,5309.03
482,87318.8,5299.95
483,87215.1,5292.72
484,87110.6,5284.5
485,87005.1,5275.29
486,86898.4,5265.12
487,86789.9,5253.97
488,86679,5241.85
489,86565.7,5229.08
490,86450.1,5220.18
491,86332.1,5210.28
492,86212.1,5199.38
493,86090.5,5187.47
494,85967.2,5174.62
495,85842.1,5160.85
496,85715.2,5146.15
497,85586.6,5131.86
498,85456,5120.29
499,85324.2,5107.73
500,85190.9,5094.29
501,85055.8,5079.95
502,84918.9,5064.74
503,84780.1,5048.64
504,84639.2,5031.64
505,84496.7,5013.76
506,84352.8,4999.7
507,84207.1,4984.86
508,84059.6,4969.16
509,83909.9,4952.62
510,83758.1,4935.21
511,83604.2,4916.96
512,83448.8,4897.91
513,83291.5,4878.11
514,83132.5,4857.98
515,82971.5,4841.04
516,82808.7,4823.28
517,82644,4804.74
518,82477.7,4785.41
519,82310,4765.36
520,82140.8,4744.61
521,81969.9,4725.01
522,81797.2,4707.54
523,81623,4689.29
524,81447,4670.27
525,81269.7,4650.5
526,81091.4,4630.03
527,80911.7,4608.88
528,80730.7,4587.05
529,80548.2,4568.52
530,80364.3,4549.34
531,80179.2,4529.43
532,79992.9,4508.81
533,79806.1,4487.53
534,79618.3,4465.65
535,79429.4,4443.13
536,79239.3,4419.97
537,79048.3,4396.17
538,78856.3,4371.79
539,78663.3,4348.48
540,78469.3,4326.5
541,78275,4303.91
542,78080,4280.78
543,77884,4257.07
544,77687.1,4232.77
545,77489.2,4207.88
546,77290.4,4182.43
547,77091.1,4156.46
548,76891.4,4129.99
549,76691.6,4103.05
550,76491.7,4075.68
551,76291.5,4049.13
552,76090.8,4023.86
553,75889.6,3998.09
554,75688.1,3971.82
555,75486.2,3945.1
556,75284.4,3917.93
557,75082.1,3890.34
558,74879.6,3862.36
559,74677.5,3834.01
560,74475.4,3805.3
561,74273.1,3776.24
562,74070.8,3746.81
563,73868.7,3717.04
564,73666.5,3689.91
565,73464.1,3662.64
566,73262,3634.96
567,73060.1,3606.88
568,72858.4,3578.44
569,72657.3,3549.65
570,72456.9,3522.33
571,72257.2,3495.26
572,72057.7,3467.82
573,71858.8,3440.01
574,71660.2,3411.83
575,71462,3383.28
576,71264.4,3354.41
577,71067.6,3325.23
578,70871.4,3295.74
579,70676.1,3265.97
580,70481.6,3235.93
581,70288.2,3205.66
582,70096,3175.13
583,69905.1,3144.36
584,69715.6,3113.39
585,69527.2,3082.2
586,69340,3050.8
587,69154,3019.86
588,68969.2,2989.89
589,68785.8,2959.7
590,68604,2929.32
591,68423.5,2898.77
592,68244.6,2868.56
593,68067.3,2854.24
594,67891.6,2849.15
595,67717.8,2843.66
596,67545.6,2837.79
597,67375.2,2832.51
598,67206.6,2827.9
599,67040.3,2822.9
600,66875.6,2817.59
601,66712.9,2811.9
602,66552.4,2805.79
603,66394.1,2799.29
604,66237.8,2792.42
605,66083.5,2786.61
606,65931.2,2780.94
607,65780.7,2774.89
608,65632.2,2768.48
609,65485.8,2761.8
610,65341.5,2754.73
611,65199.4,2747.26
612,65059.6,2739.42
613,64921.9,2732.87
614,64786.5,2726.2
615,64653.1,2719.15
616,64522.1,2711.76
617,64393.3,2704.02
618,64267.2,2696.02
619,64143.7,2687.69
620,64022.3,2678.98
621,63903,2671.57
622,63786,2663.97
623,63671.4,2656.02
624,63558.9,2647.73
625,63448.7,2639.12
626,63341.1,2630.18
627,63235.9,2620.95
628,63133.1,2611.47
629,63032.8,2603.22
630,62934.8,2594.8
631,62839.3,2586.05
632,62746.1,2576.98
633,62655.6,2567.6
634,62567.4,2557.91
635,62481.4,2547.93
636,62397.9,2537.67
637,62316.7,2528.64
638,62237.7,2519.48
639,62161.1,2510
640,62087,2500.28
641,62015.3,2490.27
642,61945.7,2479.98
643,61878.3,2469.4
644,61813.3,2458.56
645,61750.7,2448.83
646,61690.2,2439.08
647,61631.6,2429.04
648,61574.9,2418.74
649,61520.4,2408.19
650,61467.7,2397.38
651,61416.9,2386.33
652,61368,2375.05
653,61321.1,2382.83
654,61276,2398.58
655,61232.6,2413.93
656,61191,2428.9
657,61151.2,2443.48
658,61113.1,2457.63
659,61076.7,2471.36
660,61041.8,2484.76
661,61008.4,2497.85
662,60976.5,2510.62
663,60946.2,2522.93
664,60917.2,2534.86
665,60889.5,2547.11
666,60863.2,2559.47
667,60838.2,2571.31
668,60814.3,2582.69
669,60791.7,2593.63
670,60770.1,2604.16
671,60749.7,2614.25
672,60730.4,2623.9
673,60712,2633.12
674,60694.5,2641.94
675,60678,2653.52
676,60662.4,2665.03
677,60647.6,2676.12
678,60633.5,2686.79
679,60620.2,2697.05
680,60607.7,2706.9
681,60595.8,2716.35
682,60584.7,2725.41
683,60574.1,2734.09
684,60564,2742.34
685,60554.4,2750.2
686,60545.3,2757.67
687,60536.5,2764.71
688,60528,2771.02
689,60519.7,2777.71
690,60511.8,2784.09
691,60504.1,2790.04
692,60496.6,2795.57
693,60489.2,2800.67
694,60481.8,2805.36
695,60474.5,2809.63
696,60467.2,2815.25
697,60459.9,2822.27
698,60452.5,2828.87
699,60445.2,2835.05
700,60437.7,2840.82
701,60430.1,2846.18
702,60422.3,2851.13
703,60414.4,2855.68
704,60406.3,2859.82
705,60398,2863.57
706,60389.5,2866.91
707,60380.7,2869.86
708,60371.5,2872.41
709,60362,2874.16
710,60352.1,2875.4
711,60341.7,2876.37
712,60331,2876.98
713,60319.7,2877.22
714,60308,2878.22
715,60295.8,2881.31
716,60283.1,2884.01
717,60269.8,2886.32
718,60256,2888.25
719,60241.7,2889.91
720,60226.7,2891.59
721,60211.1,2892.87
722,60195,2893.76
723,60178.2,2894.26
724,60160.8,2894.38
725,60142.7,2894.12
726,60124,2893.47
727,60104.6,2892.45
728,60084.6,2891.06
729,60063.8,2889.31
730,60042.2,2886.76
731,60019.9,2886.79
732,59996.9,2887.77
733,59973.1,2888.15
734,59948.5,2888.03
735,59923.3,2887.47
736,59897.2,2886.49
737,59870.4,2885.13
738,59842.8,2883.4
739,59814.3,2881.29
740,59785.1,2878.83
741,59755.1,2876.03
742,59724.3,2872.87
743,59692.7,2869.38
744,59660.3,2865.55
745,59627.2,2861.4
746,59593.2,2858.2
747,59558.4,2856.88
748,59522.6,2855.23
749,59486,2853.32
750,59448.6,2851.29
751,59410.4,2849.01
752,59371.3,2846.35
753,59331.4,2843.29
754,59290.7,2839.67
755,59249.2,2835.64
756,59206.8,2831.28
757,59163.6,2826.52
758,59119.6,2821.44
759,59074.8,2816.06
760,59029.1,2812.85
761,58982.6,2810.53
762,58935.3,2807.87
763,58887.3,2804.88
764,58838.4,2801.56
765,58788.7,2797.91
766,58738.2,2793.9
767,58686.9,2789.58
768,58634.7,2784.96
769,58581.8,2780.06
770,58528.1,2774.9
771,58473.6,2769.45
772,58418.3,2763.84
773,58362.4,2759.46
774,58305.6,2756.66
775,58248.1,2753.57
776,58190,2750.19
777,58131.1,2746.49
778,58071.4,2742.48
779,58010.9,2738.09
780,57949.8,2733.39
781,57888,2728.37
782,57825.5,2723.05
783,57762.3,2717.43
784,57698.4,2711.48
785,57633.8,2705.24
786,57568.5,2699.45
787,57502.5,2696.15
788,57435.9,2692.57
789,57368.7,2688.71
790,57300.9,2684.57
791,57232.5,2680.19
792,57163.4,2675.51
793,57093.7,2670.58
794,57023.5,2665.43
795,56952.6,2660.01
796,56881.2,2654.31
797,56809.1,2648.36
798,56736.5,2642.15
799,56663.4,2637.69
800,56589.7,2634.25
801,56515.5,2630.52
802,56440.7,2626.52
803,56365.5,2622.24
804,56289.8,2617.68
805,56213.5,2612.84
806,56136.8,2607.71
807,56059.5,2602.3
808,55981.7,2596.62
809,55903.5,2590.67
810,55824.9,2584.45
811,55745.8,2578.92
812,55666.4,2575.64
813,55586.5,2572.11
814,55506.1,2568.29
815,55425.4,2564.19
816,55344.2,2559.84
817,55262.7,2555.23
818,55180.8,2550.35
819,55098.5,2545.21
820,55015.9,2539.82
821,54933,2534.19
822,54849.7,2528.32
823,54766.1,2522.2
824,54682.1,2515.82
825,54597.9,2512.19
826,54513.4,2508.68
827,54428.6,2504.92
828,54343.4,2500.9
829,54258,2496.64
830,54172.3,2492.12
831,54086.4,2487.36
832,54000.2,2482.35
833,53913.7,2477.11
834,53827.1,2471.61
835,53740.2,2465.87
836,53653.2,2459.91
837,53565.9,2453.71
838,53478.4,2447.82
839,53390.7,2444.47
840,53302.7,2440.87
841,53214.5,2437.04
842,53126.2,2432.96
843,53037.7,2428.64
844,52949,2424.08
845,52860.2,2419.28
846,52771.2,2414.27
847,52682,2409.02
848,52592.7,2403.55
849,52503.3,2397.84
850,52413.7,2391.92
851,52323.9,2385.77
852,52234,2381.09
853,52144,2377.67
854,52054,2374.01
855,51963.8,2370.12
856,51873.5,2365.99
857,51783.2,2361.62
858,51692.8,2357.02
859,51602.2,2352.19
860,51511.6,2347.14
861,51420.9,2341.87
862,51330.2,2336.38
863,51239.4,2330.67
864,51148.5,2324.74
865,51057.6,2318.6
866,50966.6,2312.57
867,50875.5,2309.23
868,50784.5,2305.67
869,50693.4,2301.87
870,50602.3,2297.84
871,50511.2,2293.59
872,50420.1,2289.13
873,50328.9,2284.44
874,50237.7,2279.55
875,50146.6,2274.45
876,50055.4,2269.14
877,49964.2,2263.62
878,49873,2257.91
879,49781.9,2252
880,49690.8,2245.9
881,49599.7,2239.61
882,49508.6,2235.28
883,49417.6,2231.68
884,49326.6,2227.87
885,49235.6,2223.85
886,49144.6,2219.62
887,49053.8,2215.18
888,48962.9,2210.55
889,48872.1,2205.72
890,48781.4,2200.69
891,48690.7,2195.47
892,48600.1,2190.07
893,48509.5,2184.57
894,48419,2178.97
895,48328.6,2173.2
896,48238.2,2167.26
897,48147.9,2161.14
898,48057.7,2155.7
899,47967.5,2152.12
900,47877.5,2148.34
901,47787.6,2144.37
902,47697.7,2140.22
903,47607.9,2135.88
904,47518.2,2131.37
905,47428.6,2126.68
906,47339.1,2121.82
907,47249.7,2116.79
908,47160.5,2111.59
909,47071.3,2106.23
910,46982.2,2100.7
911,46893.3,2095.01
912,46804.4,2089.17
913,46715.7,2083.18
914,46627.1,2077.03
915,46538.6,2072.77
916,46450.2,2069.01
917,46362,2065.08
918,46273.8,2060.97
919,46185.8,2056.7
920,46098,2052.27
921,46010.3,2047.67
922,45922.6,2042.91
923,45835.2,2038
924,45747.8,2032.93
925,45660.6,2027.71
926,45573.6,2022.35
927,45486.6,2016.84
928,45399.8,2011.18
929,45313.2,2005.39
930,45226.7,1999.46
931,45140.3,1993.41
932,45054.1,1988.25
933,44968,1984.44
934,44882.1,1980.47
935,44796.3,1976.36
936,44710.7,1972.09
937,44625.3,1967.68
938,44540,1963.12
939,44454.9,1958.42
940,44369.9,1953.58
941,44285,1948.61
942,44200.3,1943.5
943,44115.7,1938.26
944,44031.3,1932.89
945,43947.1,1927.4
946,43863,1921.79
947,43779,1916.05
948,43695.3,1910.2
949,43611.6,1904.23
950,43528.1,1898.55
951,43444.8,1894.66
952,43361.7,1890.64
953,43278.7,1886.48
954,43195.8,1882.19
955,43113.1,1877.77
956,43030.6,1873.23
957,42948.3,1868.56
958,42866.1,1863.77
959,42784,1858.86
960,42702.2,1853.93
961,42620.5,1849.04
962,42538.9,1844.04
963,42457.5,1838.93
964,42376.3,1833.71
965,42295.3,1828.39
966,42214.4,1822.97
967,42133.7,1817.45
968,42053.2,1811.84
969,41972.8,1806.13
970,41892.6,1802.16
971,41812.6,1798.32
972,41732.8,1794.36
973,41653.1,1790.28
974,41573.6,1786.1
975,41494.3,1781.8
976,41415.1,1777.4
977,41336.1,1772.89
978,41257.3,1768.28
979,41178.6,1763.57
980,41100,1758.76
981,41021.7,1753.85
982,40943.5,1748.85
983,40865.4,1743.76
984,40787.6,1738.59
985,40709.9,1733.32
986,40632.3,1727.98
987,40555,1722.55
988,40477.8,1717.04
989,40400.8,1711.45
990,40324,1707.42
991,40247.3,1703.52
992,40170.8,1699.52
993,40094.5,1695.42
994,40018.4,1691.23
995,39942.4,1686.95
996,39866.6,1682.57
997,39790.9,1678.12
998,39715.5,1673.57
999,39640.2,1668.95
1000,39565.1,1664.24
1001,39490.2,1659.46
1002,39415.5,1654.6
1003,39340.9,1649.67
1004,39266.5,1644.79
1005,39192.3,1639.98
1006,39118.3,1635.1
1007,39044.5,1630.15
1008,38970.8,1625.14
1009,38897.4,1620.05
1010,38824.1,1614.91
1011,38750.9,1610.25
1012,38678,1606.6
1013,38605.2,1602.86
1014,38532.6,1599.05
1015,38460.2,1595.15
1016,38388,1591.18
1017,38315.9,1587.13
1018,38244.1,1583.02
1019,38172.4,1578.83
1020,38100.9,1574.57
1021,38029.6,1570.24
1022,37958.5,1565.85
1023,37887.5,1561.39
1024,37816.8,1556.87
1025,37746.2,1552.29
1026,37675.8,1547.65
1027,37605.6,1542.95
1028,37535.5,1538.2
1029,37465.7,1533.39
1030,37396,1528.53
1031,37326.5,1523.63
1032,37257.2,1518.67
1033,37188.1,1513.71
1034,37119.2,1510.07
1035,37050.4,1506.37
1036,36981.9,1502.6
1037,36913.5,1498.77
1038,36845.4,1494.88
1039,36777.4,1490.94
1040,36709.6,1486.93
1041,36642,1482.87
1042,36574.6,1478.75
1043,36507.3,1474.58
1044,36440.3,1470.36
1045,36373.4,1466.22
1046,36306.7,1462.15
1047,36240.2,1458.03
1048,36173.8,1453.86
1049,36107.7,1449.65
1050,36041.7,1445.39
1051,35976,1441.08
1052,35910.4,1436.74
1053,35845,1432.35
1054,35779.8,1427.91
1055,35714.8,1423.44
1056,35649.9,1418.93
1057,35585.3,1414.39
1058,35520.8,1410.65
1059,35456.5,1407.23
1060,35392.4,1403.75
1061,35328.5,1400.23
1062,35264.7,1396.66
1063,35201.1,1393.03
1064,35137.7,1389.37
1065,35074.5,1385.65
1066,35011.5,1381.9
1067,34948.6,1378.1
1068,34885.9,1374.26
1069,34823.5,1370.38
1070,34761.1,1366.46
1071,34699,1362.5
1072,34637.1,1358.51
1073,34575.3,1354.48
1074,34513.7,1350.42
1075,34452.2,1346.33
1076,34391,1342.2
1077,34330,1338.05
1078,34269.1,1333.86
1079,34208.4,1329.65
1080,34147.9,1325.41
1081,34087.5,1321.15
1082,34027.4,1316.97
1083,33967.4,1312.88
1084,33907.6,1309.43
1085,33848,1306.06
1086,33788.6,1302.85
1087,33729.3,1299.64
1088,33670.2,1296.39
1089,33611.3,1293.1
1090,33552.6,1289.78
1091,33494,1286.42
1092,33435.7,1283.03
1093,33377.5,1279.6
1094,33319.4,1276.15
1095,33261.6,1272.66
1096,33203.9,1269.14
1097,33146.5,1265.6
1098,33089.1,1262.02
1099,33032,1258.42
1100,32975,1254.8
1101,32918.3,1251.14
1102,32861.7,1247.47
1103,32805.2,1243.77
1104,32749,1240.05
1105,32692.9,1236.3
1106,32637,1232.54
1107,32581.3,1228.75
1108,32525.7,1224.95
1109,32470.4,1221.13
1110,32415.2,1217.29
1111,32360.1,1213.66
1112,32305.3,1210.62
1113,32250.6,1207.55
1114,32196.1,1204.46
1115,32141.8,1201.34
1116,32087.6,1198.19
1117,32033.6,1195.01
1118,31979.8,1191.82
1119,31926.2,1188.6
1120,31872.7,1185.36
1121,31819.4,1182.09
1122,31766.3,1178.81
1123,31713.4,1176.09
1124,31660.6,1174.09
1125,31608,1172.38
1126,31555.6,1170.61
1127,31503.4,1168.76
1128,31451.3,1166.85
1129,31399.4,1164.86
1130,31347.6,1162.81
1131,31296.1,1160.69
1132,31244.7,1158.51
1133,31193.5,1156.26
1134,31142.4,1153.94
1135,31091.5,1151.55
1136,31040.8,1149.33
1137,30990.2,1147.83
1138,30939.8,1146.56
1139,30889.6,1145.29
1140,30839.6,1143.95
1141,30789.7,1142.54
1142,30739.9,1141.07
1143,30690.4,1139.54
1144,30641,1137.94
1145,30591.7,1136.28
1146,30542.7,1134.55
1147,30493.8,1132.76
1148,30445,1130.91
1149,30396.4,1128.99
1150,30348,1127.01
1151,30299.7,1125.08
1152,30251.6,1123.37
1153,30203.7,1121.6
1154,30155.9,1119.77
1155,30108.3,1117.87
1156,30060.8,1115.92
1157,30013.5,1113.9
1158,29966.3,1111.83
1159,29919.3,1109.7
1160,29872.5,1107.51
1161,29825.8,1105.26
1162,29779.3,1103.72
1163,29732.9,1102.25
1164,29686.7,1100.73
1165,29640.6,1099.21
1166,29594.7,1097.92
1167,29548.9,1096.57
1168,29503.3,1095.17
1169,29457.8,1093.7
1170,29412.5,1092.18
1171,29367.4,1090.6
1172,29322.4,1088.97
1173,29277.5,1087.28
1174,29232.8,1085.54
1175,29188.2,1083.74
1176,29143.8,1081.88
1177,29099.6,1079.98
1178,29055.4,1078.02
1179,29011.5,1076.27
1180,28967.6,1074.57
1181,28923.9,1072.82
1182,28880.4,1071.02
1183,28837,1069.16
1184,28793.7,1067.25
1185,28750.6,1065.28
1186,28707.6,1063.27
1187,28664.8,1061.2
1188,28622.1,1059.48
1189,28579.6,1058.1
1190,28537.2,1056.68
1191,28494.9,1055.21
